pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,weighing_approach,w_l1,n_l1,w_l2,n_l2,w_l3,n_l3,grams_used,n_g_used,fallback_level,unconvertible
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,pack,g,large,290,1,3,260,8,250,70,250,85,260,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,putos,g,small,195,3,3,210,5,250,182,250,473,210,5,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,putos,g,medium,280,2,3,210,5,250,182,250,473,210,5,cell pooled across sizes,0
rice,ILOILO,TIGBAUAN,salmon,g,conventional_nsu,405,3,1,405,3,410,21,410,21,405,3,own cell x size,0
cabbage,ILOILO,TUBUNGAN,pack,g,small,110,3,3,110,3,135,26,150,43,110,3,own cell x size,0
cabbage,ILOILO,TUBUNGAN,pieces or units,g,medium,655,3,3,680,5,660,543,655,1306,680,5,cell pooled across sizes,0
cabbage,ILOILO,TUBUNGAN,pieces or units,g,large,830,2,3,680,5,660,543,655,1306,680,5,cell pooled across sizes,0
camote tops,ILOILO,TUBUNGAN,bugkos,g,medium,220,3,2,220,3,170,218,195,449,220,3,own cell x size,0
carrot,ILOILO,TUBUNGAN,pieces or units,g,small,137.5,2,3,145,4,135,538,140,1169,145,4,cell pooled across sizes,0
carrot,ILOILO,TUBUNGAN,pieces or units,g,medium,197.5,2,3,145,4,135,538,140,1169,145,4,cell pooled across sizes,0
chicken,ILOILO,TUBUNGAN,bilog,g,small,905,2,3,1090,3,1072.5,130,1095,230,1090,3,cell pooled across sizes,0
chicken,ILOILO,TUBUNGAN,bilog,g,large,1515,1,3,1090,3,1072.5,130,1095,230,1090,3,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,TUBUNGAN,pieces,mL,medium,355,3,3,355,3,355,65,355,164,355,3,own cell x size,0
fresh fish,ILOILO,TUBUNGAN,pieces or units,g,small,142.5,4,3,350,12,390,368,390,685,142.5,4,own cell x size,0
fresh fish,ILOILO,TUBUNGAN,pieces or units,g,medium,405,5,3,350,12,390,368,390,685,405,5,own cell x size,0
fresh fish,ILOILO,TUBUNGAN,pieces or units,g,large,750,3,3,350,12,390,368,390,685,750,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,gallons,mL,medium,950,2,3,950,2,950,3,950,3,950,3,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,pieces or units,mL,small,105,6,3,110,9,100,60,100,166,105,6,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,pieces or units,mL,medium,140,3,3,110,9,100,60,100,166,140,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,putos,g,small,60,1,3,60,1,60,52,58,82,60,52,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,putos,mL,small,47.5,4,3,57.5,8,65,60,65,148,47.5,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,putos,mL,medium,72.5,4,3,57.5,8,65,60,65,148,72.5,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,TUBUNGAN,lipid/lapad,mL,medium,375,9,3,375,9,375,267,375,618,375,9,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,TUBUNGAN,long-neck,mL,large,750,9,3,750,9,750,185,750,478,750,9,own cell x size,0
loaf bread,ILOILO,TUBUNGAN,large packs,g,large,700,5,3,700,5,640,188,640,411,700,5,own cell x size,0
loaf bread,ILOILO,TUBUNGAN,medium packs,g,medium,500,7,3,500,7,450,160,450,352,500,7,own cell x size,0
loaf bread,ILOILO,TUBUNGAN,small packs,g,small,400,5,3,400,5,385,123,370,259,400,5,own cell x size,0
mango,ILOILO,TUBUNGAN,pieces or units,g,small,210,3,3,235,5,230,289,230,539,235,5,cell pooled across sizes,0
mango,ILOILO,TUBUNGAN,pieces or units,g,medium,250,2,3,235,5,230,289,230,539,235,5,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TUBUNGAN,bilog,g,small,200,3,3,200,3,250,116,229,222,200,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TUBUNGAN,putos,g,small,100,3,3,250,8,250,182,250,473,250,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TUBUNGAN,putos,g,medium,250,4,3,250,8,250,182,250,473,250,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TUBUNGAN,putos,g,large,500,1,3,250,8,250,182,250,473,250,8,cell pooled across sizes,0
rice,ILOILO,TUBUNGAN,salmon,g,conventional_nsu,422.5,4,1,422.5,4,410,21,410,21,422.5,4,own cell x size,0
cabbage,ILOILO,ZARRAGA,pack,g,small,130,1,3,130,1,135,26,150,43,135,26,province x item x unit,0
cabbage,ILOILO,ZARRAGA,pieces or units,g,small,440,5,3,690,15,660,543,655,1306,440,5,own cell x size,0
cabbage,ILOILO,ZARRAGA,pieces or units,g,medium,695,6,3,690,15,660,543,655,1306,695,6,own cell x size,0
cabbage,ILOILO,ZARRAGA,pieces or units,g,large,957.5,4,3,690,15,660,543,655,1306,957.5,4,own cell x size,0
camote tops,ILOILO,ZARRAGA,bugkos,g,medium,172.5,4,2,172.5,4,170,218,195,449,172.5,4,own cell x size,0
carrot,ILOILO,ZARRAGA,pieces or units,g,medium,115,5,2,115,5,135,538,140,1169,115,5,own cell x size,0
chicken,ILOILO,ZARRAGA,bilog,g,small,955,5,3,1120,13,1072.5,130,1095,230,955,5,own cell x size,0
chicken,ILOILO,ZARRAGA,bilog,g,medium,1135,4,3,1120,13,1072.5,130,1095,230,1135,4,own cell x size,0
chicken,ILOILO,ZARRAGA,bilog,g,large,1220,4,3,1120,13,1072.5,130,1095,230,1220,4,own cell x size,0
chicken,ILOILO,ZARRAGA,pieces of fried chicken,g,medium,50,4,2,50,4,50,4,50,4,50,4,own cell x size,0
fresh fish,ILOILO,ZARRAGA,pieces or units,g,small,302.5,6,3,420,18,390,368,390,685,302.5,6,own cell x size,0
fresh fish,ILOILO,ZARRAGA,pieces or units,g,medium,425,7,3,420,18,390,368,390,685,425,7,own cell x size,0
fresh fish,ILOILO,ZARRAGA,pieces or units,g,large,535,5,3,420,18,390,368,390,685,535,5,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ZARRAGA,pieces or units,mL,small,60,2,3,60,3,100,60,100,166,60,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ZARRAGA,pieces or units,mL,medium,65,1,3,60,3,100,60,100,166,60,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ZARRAGA,small cup,mL,small,100,3,3,100,3,100,75,100,185,100,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,ZARRAGA,lipid/lapad,mL,medium,375,5,3,375,5,375,267,375,618,375,5,own cell x size,0
loaf bread,ILOILO,ZARRAGA,large packs,g,large,640,6,3,640,6,640,188,640,411,640,6,own cell x size,0
loaf bread,ILOILO,ZARRAGA,medium packs,g,medium,450,7,3,450,7,450,160,450,352,450,7,own cell x size,0
loaf bread,ILOILO,ZARRAGA,small packs,g,small,360,3,3,360,3,385,123,370,259,360,3,own cell x size,0
mango,ILOILO,ZARRAGA,pieces or units,g,medium,180,4,2,180,4,230,289,230,539,180,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ZARRAGA,bilog,g,small,50,3,3,65,8,250,116,229,222,65,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ZARRAGA,bilog,g,medium,65,3,3,65,8,250,116,229,222,65,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ZARRAGA,bilog,g,large,72.5,2,3,65,8,250,116,229,222,65,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ZARRAGA,putos,g,medium,250,11,3,250,11,250,182,250,473,250,11,own cell x size,0
rice,ILOILO,ZARRAGA,salmon,g,conventional_nsu,415,1,1,415,1,410,21,410,21,410,21,province x item x unit,0
cabbage,NEGROS OCCIDENTAL,BINALBAGAN,pieces or units,g,small,515,3,3,770,9,520,149,655,1306,770,9,cell pooled across sizes,0
cabbage,NEGROS OCCIDENTAL,BINALBAGAN,pieces or units,g,medium,835,4,3,770,9,520,149,655,1306,770,9,cell pooled across sizes,0
cabbage,NEGROS OCCIDENTAL,BINALBAGAN,pieces or units,g,large,957.5,2,3,770,9,520,149,655,1306,770,9,cell pooled across sizes,0
camote tops,NEGROS OCCIDENTAL,BINALBAGAN,bugkos,g,small,300,2,3,300,2,305,74,195,449,305,74,province x item x unit,0
camote tops,NEGROS OCCIDENTAL,BINALBAGAN,bundle,g,small,245,3,3,405,9,270,19,500,101,405,9,cell pooled across sizes,0
camote tops,NEGROS OCCIDENTAL,BINALBAGAN,bundle,g,medium,415,4,3,405,9,270,19,500,101,405,9,cell pooled across sizes,0
camote tops,NEGROS OCCIDENTAL,BINALBAGAN,bundle,g,large,662.5,2,3,405,9,270,19,500,101,405,9,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,BINALBAGAN,bilog,g,large,1190,1,3,1190,1,1095,55,1095,230,1095,55,province x item x unit,0
chicken,NEGROS OCCIDENTAL,BINALBAGAN,whole (chicken),g,small,890,3,3,985,9,1120,65,1120,468,985,9,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,BINALBAGAN,whole (chicken),g,medium,1035,4,3,985,9,1120,65,1120,468,985,9,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,BINALBAGAN,whole (chicken),g,large,1172.5,2,3,985,9,1120,65,1120,468,985,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,BINALBAGAN,pieces or units,mL,small,60,5,3,60,5,65,31,100,166,60,5,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,BINALBAGAN,small cup,mL,small,120,3,3,120,3,100,33,100,185,120,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,mL,medium,375,6,2,375,6,375,72,375,618,375,6,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,BINALBAGAN,large packs,g,large,640,4,3,640,4,640,65,640,411,640,4,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,BINALBAGAN,medium packs,g,medium,450,5,3,450,5,450,52,450,352,450,5,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,BINALBAGAN,putos,g,medium,245,4,2,245,4,250,70,250,473,245,4,own cell x size,0
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,medium,495,6,2,495,6,520,149,655,1306,495,6,own cell x size,0
camote tops,NEGROS OCCIDENTAL,CALATRAVA,bundle,g,small,252.5,4,3,252.5,4,270,19,500,101,252.5,4,own cell x size,0
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,medium,85,6,2,85,6,130,82,140,1169,85,6,own cell x size,0
chicken,NEGROS OCCIDENTAL,CALATRAVA,whole (chicken),g,medium,1150,3,2,1150,3,1120,65,1120,468,1150,3,own cell x size,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,CALATRAVA,pieces,mL,medium,500,2,3,500,2,500,10,355,164,500,10,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CALATRAVA,pieces or units,mL,small,110,2,3,110,3,65,31,100,166,110,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CALATRAVA,pieces or units,mL,medium,115,1,3,110,3,65,31,100,166,110,3,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,mL,medium,375,5,2,375,5,375,72,375,618,375,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,mL,medium,750,5,2,750,5,750,45,750,478,750,5,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,CALATRAVA,large packs,g,large,600,1,3,600,1,640,65,640,411,640,65,province x item x unit,0
loaf bread,NEGROS OCCIDENTAL,CALATRAVA,medium packs,g,medium,405,3,3,405,3,450,52,450,352,405,3,own cell x size,0
mango,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,medium,300,4,2,300,4,222.5,18,230,539,300,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,bilog,g,medium,65,1,2,65,1,65,38,229,222,65,38,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,putos,g,medium,250,3,2,250,3,250,70,250,473,250,3,own cell x size,0
cabbage,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,medium,600,3,2,600,3,520,149,655,1306,600,3,own cell x size,0
camote tops,NEGROS OCCIDENTAL,CANDONI,bugkos,g,medium,145,1,2,145,1,305,74,195,449,305,74,province x item x unit,0
carrot,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,medium,100,3,2,100,3,130,82,140,1169,100,3,own cell x size,0
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,g,medium,1080,1,2,1235,2,1095,55,1095,230,1095,55,province x item x unit,0
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,g,large,1390,1,2,1235,2,1095,55,1095,230,1095,55,province x item x unit,0
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),g,medium,1125,1,2,1272.5,2,1120,65,1120,468,1120,65,province x item x unit,0
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),g,large,1420,1,2,1272.5,2,1120,65,1120,468,1120,65,province x item x unit,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,CANDONI,pieces,mL,medium,355,3,3,355,3,500,10,355,164,355,3,own cell x size,0
fresh fish,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,medium,460,1,2,460,1,342.5,48,390,685,342.5,48,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,cone,mL,medium,100,2,3,100,2,100,2,110,25,110,25,item x unit (national),0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,putos,mL,small,60,3,3,60,3,60,24,65,148,60,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,small cup,mL,small,100,3,3,100,3,100,33,100,185,100,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,mL,medium,375,4,2,375,4,375,72,375,618,375,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,long-neck,mL,large,750,3,3,750,3,750,45,750,478,750,3,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,CANDONI,large packs,g,large,640,2,3,640,2,640,65,640,411,640,65,province x item x unit,0
loaf bread,NEGROS OCCIDENTAL,CANDONI,medium packs,g,medium,450,3,3,450,3,450,52,450,352,450,3,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,CANDONI,small packs,g,small,220,2,3,220,2,252.5,38,370,259,252.5,38,province x item x unit,0
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CANDONI,tumpok,g,medium,210,1,2,210,1,230,21,260,147,230,21,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,bilog,g,medium,62.5,2,2,62.5,2,65,38,229,222,65,38,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,g,medium,215,2,2,239,4,250,70,250,473,239,4,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,g,large,264,2,2,239,4,250,70,250,473,239,4,cell pooled across sizes,0
cabbage,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,705,3,2,705,3,520,149,655,1306,705,3,own cell x size,0
camote,NEGROS OCCIDENTAL,CAUAYAN,bilog,g,medium,150,2,2,150,2,130,38,140,509,130,38,province x item x unit,0
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,small,127.5,2,3,242.5,6,305,74,195,449,242.5,6,cell pooled across sizes,0
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,medium,265,3,3,242.5,6,305,74,195,449,242.5,6,cell pooled across sizes,0
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,large,505,1,3,242.5,6,305,74,195,449,242.5,6,cell pooled across sizes,0
carrot,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,140,3,2,140,3,130,82,140,1169,140,3,own cell x size,0
chicken,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,1362.5,2,2,1362.5,2,1362.5,2,380,108,380,108,item x unit (national),0
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,small,862.5,2,2,1102.5,6,1120,65,1120,468,1102.5,6,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,medium,1102.5,2,2,1102.5,6,1120,65,1120,468,1102.5,6,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,large,1360,2,2,1102.5,6,1120,65,1120,468,1102.5,6,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,CAUAYAN,pieces,g,medium,455,1,3,455,1,550,8,450,25,550,8,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,pieces or units,mL,small,60,1,3,90,2,65,31,100,166,65,31,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,pieces or units,mL,medium,120,1,3,90,2,65,31,100,166,65,31,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,small cup,mL,medium,100,3,2,100,3,100,33,100,185,100,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,mL,medium,375,5,2,375,5,375,72,375,618,375,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,mL,medium,750,5,2,750,5,750,45,750,478,750,5,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,large packs,g,large,650,6,3,650,6,640,65,640,411,650,6,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,medium packs,g,medium,450,3,3,450,3,450,52,450,352,450,3,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,small packs,g,small,360,3,3,360,3,252.5,38,370,259,360,3,own cell x size,0
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CAUAYAN,tumpok,g,medium,260,3,2,260,3,230,21,260,147,260,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,g,medium,250,4,2,250,4,250,70,250,473,250,4,own cell x size,0
cabbage,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,medium,460,3,2,460,3,520,149,655,1306,460,3,own cell x size,0
camote,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,medium,65,2,2,65,2,130,38,140,509,130,38,province x item x unit,0
camote tops,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bugkos,g,large,640,3,3,640,3,305,74,195,449,640,3,own cell x size,0
carrot,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,medium,140,3,2,140,3,130,82,140,1169,140,3,own cell x size,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,small,935,3,3,1050,8,1095,55,1095,230,1050,8,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,medium,1065,3,3,1050,8,1095,55,1095,230,1050,8,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,large,1112.5,2,3,1050,8,1095,55,1095,230,1050,8,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),whole (chicken),g,small,1090,1,3,1190,3,1120,65,1120,468,1190,3,cell pooled across sizes,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),whole (chicken),g,medium,1352.5,2,3,1190,3,1120,65,1120,468,1190,3,cell pooled across sizes,0
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,small,100,3,3,155,9,342.5,48,390,685,155,9,cell pooled across sizes,0
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,medium,175,4,3,155,9,342.5,48,390,685,155,9,cell pooled across sizes,0
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,large,680,2,3,155,9,342.5,48,390,685,155,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,small,45,1,3,45,1,70,15,60,94,70,15,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,mL,small,60,2,3,60,2,65,31,100,166,65,31,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,g,medium,43,1,2,43,1,45,9,58,82,45,9,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,mL,medium,60,1,2,60,1,60,24,65,148,60,24,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small cup,g,small,100,1,3,100,1,100,13,100,120,100,13,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small cup,mL,small,100,2,3,100,2,100,33,100,185,100,33,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),lipid/lapad,mL,medium,375,1,2,375,1,375,72,375,618,375,72,province x item x unit,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),large packs,g,small,220,3,3,450,9,640,65,640,411,220,3,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),large packs,g,medium,545,6,3,450,9,640,65,640,411,545,6,own cell x size,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),medium packs,g,medium,400,2,3,400,2,450,52,450,352,450,52,province x item x unit,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small packs,g,small,220,2,3,220,2,252.5,38,370,259,252.5,38,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,medium,62.5,2,2,62.5,2,65,38,229,222,65,38,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),cans,g,medium,150,5,2,150,5,152.5,6,155,95,150,5,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,g,medium,215,2,2,215,2,250,70,250,473,250,70,province x item x unit,0
cabbage,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,small,260,5,3,490,15,520,149,655,1306,260,5,own cell x size,0
