bucket,prov,mun,item,harm,n_psps_obs
convertible from its own cell,ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,11
convertible from its own cell,ILOILO,LAMBUNAO,loaf bread,small packs,11
convertible from its own cell,ILOILO,ZARRAGA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,11
convertible from its own cell,ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pieces or units,11
convertible from its own cell,CAPIZ,IVISAN,"prawns, lobster, shrimp",tumpok,11
convertible from its own cell,CAPIZ,JAMINDAN,carrot,pieces or units,11
convertible from its own cell,CAPIZ,IVISAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,11
convertible from its own cell,ANTIQUE,PANDAN,cabbage,pieces or units,11
province fallback available,ILOILO,LEGANES,loaf bread,small packs,11
convertible from its own cell,CAPIZ,MA-AYON,cabbage,pieces or units,11
convertible from its own cell,ILOILO,LEON,loaf bread,medium packs,11
convertible from its own cell,ANTIQUE,BARBAZA,loaf bread,small packs,11
convertible from its own cell,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,whole (chicken),11
convertible from its own cell,ILOILO,SARA,carrot,pieces or units,11
convertible from its own cell,CAPIZ,DUMALAG,cabbage,pieces or units,11
convertible from its own cell,ILOILO,LEON,carrot,pieces or units,11
convertible from its own cell,NEGROS OCCIDENTAL,MANAPLA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,11
convertible from its own cell,ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",pieces or units,11
convertible from its own cell,ILOILO,LEMERY,fresh fish,pieces or units,11
convertible from its own cell,ILOILO,LAMBUNAO,loaf bread,medium packs,11
convertible from its own cell,NEGROS OCCIDENTAL,HINIGARAN,loaf bread,small packs,11
convertible from its own cell,ILOILO,TUBUNGAN,loaf bread,large packs,11
convertible from its own cell,ILOILO,GUIMBAL,carrot,pieces or units,11
convertible from its own cell,ILOILO,SAN MIGUEL,"crackers, cookies, buiscuits, chips/curls",pieces or units,11
convertible from its own cell,ILOILO,SAN MIGUEL,"crackers, cookies, buiscuits, chips/curls",putos,11
convertible from its own cell,ILOILO,TIGBAUAN,rice,salmon,11
convertible from its own cell,ANTIQUE,SAN REMIGIO,loaf bread,medium packs,11
convertible from its own cell,CAPIZ,MAMBUSAO,chicken,whole (chicken),11
convertible from its own cell,ILOILO,DUEAS,loaf bread,tama-tama nga putos,11
convertible from its own cell,AKLAN,TANGALAN,camote tops,bundle,11
province fallback available,AKLAN,LIBACAO,loaf bread,medium packs,11
convertible from its own cell,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,11
province fallback available,ILOILO,CONCEPCION,chicken,whole (chicken),11
convertible from its own cell,NEGROS OCCIDENTAL,TOBOSO,loaf bread,medium packs,11
province fallback available,CAPIZ,PANITAN,chicken,bilog,11
province fallback available,ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",putos,11
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,chicken,bilog,11
convertible from its own cell,ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,11
convertible from its own cell,ILOILO,SAN ENRIQUE,loaf bread,medium packs,11
any-province fallback only,CAPIZ,JAMINDAN,loaf bread,tama-tama nga putos,11
convertible from its own cell,ILOILO,SARA,cabbage,pieces or units,11
convertible from its own cell,AKLAN,NEW WASHINGTON,"crackers, cookies, buiscuits, chips/curls",putos,11
province fallback available,ILOILO,SAN DIONISIO,chicken,whole (chicken),11
convertible from its own cell,ILOILO,DUEAS,loaf bread,small packs,11
province fallback available,AKLAN,LIBACAO,loaf bread,large packs,11
convertible from its own cell,ILOILO,DUMANGAS,loaf bread,large packs,11
province fallback available,CAPIZ,IVISAN,chicken,bilog,11
province fallback available,ILOILO,ESTANCIA,fresh fish,pack,10
convertible from its own cell,ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,10
province fallback available,ANTIQUE,BUGASONG,loaf bread,small packs,10
convertible from its own cell,NEGROS OCCIDENTAL,SAN ENRIQUE,loaf bread,large packs,10
convertible from its own cell,ANTIQUE,PANDAN,carrot,pieces or units,10
any-province fallback only,ANTIQUE,SIBALOM,rice,salmon,10
convertible from its own cell,CAPIZ,DUMALAG,chicken,whole (chicken),10
convertible from its own cell,CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,10
convertible from its own cell,ILOILO,BALASAN,loaf bread,large packs,10
convertible from its own cell,AKLAN,LIBACAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,10
convertible from its own cell,AKLAN,ALTAVAS,"crackers, cookies, buiscuits, chips/curls",putos,10
convertible from its own cell,ILOILO,LEON,loaf bread,small packs,10
convertible from its own cell,NEGROS OCCIDENTAL,MURCIA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,10
convertible from its own cell,ILOILO,SARA,fresh fish,pack,10
convertible from its own cell,ILOILO,BADIANGAN,loaf bread,medium packs,10
convertible from its own cell,ILOILO,ANILAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,10
convertible from its own cell,ILOILO,ESTANCIA,carrot,pieces or units,10
convertible from its own cell,ILOILO,CARLES,loaf bread,large packs,10
convertible from its own cell,ILOILO,CARLES,carrot,pieces or units,10
convertible from its own cell,ILOILO,SAN RAFAEL,"crackers, cookies, buiscuits, chips/curls",putos,10
province fallback available,ILOILO,LEGANES,chicken,whole (chicken),10
convertible from its own cell,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,10
province fallback available,ANTIQUE,HAMTIC,chicken,bilog,10
convertible from its own cell,CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,10
convertible from its own cell,ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,10
convertible from its own cell,ANTIQUE,SEBASTE,loaf bread,small packs,10
province fallback available,ILOILO,DINGLE,rice,salmon,10
convertible from its own cell,CAPIZ,MAMBUSAO,loaf bread,large packs,10
convertible from its own cell,AKLAN,MALAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,10
convertible from its own cell,ANTIQUE,LIBERTAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,10
convertible from its own cell,ILOILO,BAROTAC NUEVO,cabbage,pieces or units,10
province fallback available,ILOILO,AJUY,chicken,bilog,10
convertible from its own cell,ILOILO,POTOTAN,chicken,whole (chicken),10
convertible from its own cell,CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,10
convertible from its own cell,ILOILO,SAN ENRIQUE,"crackers, cookies, buiscuits, chips/curls",pieces or units,10
convertible from its own cell,ANTIQUE,CULASI,carrot,pieces or units,10
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,camote tops,bugkos,10
province fallback available,ILOILO,MAASIN,loaf bread,tama-tama nga putos,10
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,10
province fallback available,ILOILO,DINGLE,chicken,whole (chicken),10
province fallback available,ILOILO,BALASAN,chicken,whole (chicken),10
convertible from its own cell,CAPIZ,SAPI-AN,chicken,whole (chicken),10
convertible from its own cell,ILOILO,SAN DIONISIO,"crackers, cookies, buiscuits, chips/curls",putos,10
convertible from its own cell,ILOILO,POTOTAN,mango,pieces or units,10
convertible from its own cell,ANTIQUE,TIBIAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,10
convertible from its own cell,ANTIQUE,SIBALOM,chicken,pieces or units,10
province fallback available,ILOILO,DUMANGAS,fresh fish,pieces or units,10
convertible from its own cell,ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,10
convertible from its own cell,CAPIZ,PANAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,10
convertible from its own cell,ILOILO,ESTANCIA,cabbage,pieces or units,10
province fallback available,CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,10
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,cabbage,pieces or units,10
province fallback available,ANTIQUE,TOBIAS FORNIER,chicken,bilog,10
convertible from its own cell,CAPIZ,PILAR,"crackers, cookies, buiscuits, chips/curls",putos,10
convertible from its own cell,ANTIQUE,BUGASONG,carrot,pieces or units,10
convertible from its own cell,ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,10
convertible from its own cell,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,10
convertible from its own cell,ILOILO,BAROTAC NUEVO,loaf bread,medium packs,10
convertible from its own cell,ILOILO,NEW LUCENA,carrot,pieces or units,10
convertible from its own cell,ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,10
convertible from its own cell,ANTIQUE,HAMTIC,chicken,whole (chicken),10
convertible from its own cell,AKLAN,ALTAVAS,chicken,pieces or units,10
convertible from its own cell,CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,10
convertible from its own cell,CAPIZ,PANITAN,"crackers, cookies, buiscuits, chips/curls",putos,9
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,carrot,pieces or units,9
convertible from its own cell,CAPIZ,CUARTERO,chicken,bilog,9
convertible from its own cell,CAPIZ,PANITAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,9
convertible from its own cell,AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,9
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,9
province fallback available,AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",pieces or units,9
province fallback available,AKLAN,BANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,9
convertible from its own cell,ANTIQUE,CULASI,loaf bread,small packs,9
convertible from its own cell,ANTIQUE,CULASI,"crackers, cookies, buiscuits, chips/curls",putos,9
any-province fallback only,CAPIZ,SIGMA,loaf bread,tama-tama nga putos,9
province fallback available,ILOILO,GUIMBAL,"liquor (e.g, whisky, coconut wine)",lipid/lapad,9
convertible from its own cell,NEGROS OCCIDENTAL,HINIGARAN,loaf bread,large packs,9
convertible from its own cell,NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,9
convertible from its own cell,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),carrot,pieces or units,9
convertible from its own cell,AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,9
convertible from its own cell,AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,9
convertible from its own cell,AKLAN,MAKATO,"crackers, cookies, buiscuits, chips/curls",putos,9
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,carrot,pieces or units,9
convertible from its own cell,ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,9
convertible from its own cell,ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,9
convertible from its own cell,AKLAN,LIBACAO,carrot,pieces or units,9
convertible from its own cell,CAPIZ,CUARTERO,loaf bread,small packs,9
convertible from its own cell,ILOILO,DINGLE,"crackers, cookies, buiscuits, chips/curls",putos,9
convertible from its own cell,AKLAN,BURUANGA,loaf bread,small packs,9
convertible from its own cell,ILOILO,CONCEPCION,cabbage,pieces or units,9
province fallback available,ILOILO,SAN ENRIQUE,loaf bread,tama-tama nga putos,9
province fallback available,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",pieces or units,9
convertible from its own cell,ILOILO,CALINOG,fresh fish,pieces or units,9
convertible from its own cell,CAPIZ,DAO,chicken,bilog,9
convertible from its own cell,ILOILO,BATAD,carrot,pieces or units,9
convertible from its own cell,ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,9
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,9
province fallback available,CAPIZ,TAPAZ,"liquor (e.g, whisky, coconut wine)",long-neck,9
convertible from its own cell,ILOILO,NEW LUCENA,loaf bread,tama-tama nga putos,9
convertible from its own cell,AKLAN,MALAY,chicken,whole (chicken),9
province fallback available,ILOILO,AJUY,rice,letse,9
convertible from its own cell,AKLAN,MALAY,loaf bread,small packs,9
convertible from its own cell,ILOILO,NEW LUCENA,cabbage,pieces or units,9
convertible from its own cell,ILOILO,AJUY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,9
convertible from its own cell,ILOILO,BAROTAC VIEJO,"prawns, lobster, shrimp",tumpok,9
convertible from its own cell,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,9
convertible from its own cell,ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,9
convertible from its own cell,ILOILO,SAN MIGUEL,loaf bread,small packs,9
convertible from its own cell,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,9
convertible from its own cell,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,9
convertible from its own cell,AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,9
convertible from its own cell,AKLAN,BATAN,chicken,whole (chicken),9
convertible from its own cell,ILOILO,CONCEPCION,loaf bread,large packs,9
convertible from its own cell,ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,9
convertible from its own cell,ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,9
convertible from its own cell,ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",putos,9
convertible from its own cell,ILOILO,ANILAO,camote tops,bugkos,9
convertible from its own cell,ILOILO,BALASAN,chicken,bilog,9
convertible from its own cell,ILOILO,BALASAN,"prawns, lobster, shrimp",tumpok,9
convertible from its own cell,AKLAN,BATAN,cabbage,pieces or units,9
convertible from its own cell,ILOILO,BAROTAC NUEVO,fresh fish,pieces or units,9
convertible from its own cell,ILOILO,ALIMODIAN,loaf bread,medium packs,9
convertible from its own cell,ILOILO,SAN RAFAEL,loaf bread,large packs,9
convertible from its own cell,AKLAN,BANGA,loaf bread,medium packs,9
convertible from its own cell,ILOILO,SAN RAFAEL,chicken,bilog,9
convertible from its own cell,ILOILO,ANILAO,loaf bread,small packs,9
province fallback available,ILOILO,BINGAWAN,chicken,bilog,9
convertible from its own cell,CAPIZ,IVISAN,cabbage,pieces or units,9
convertible from its own cell,NEGROS OCCIDENTAL,MANAPLA,cabbage,pieces or units,9
convertible from its own cell,ANTIQUE,LIBERTAD,loaf bread,large packs,9
convertible from its own cell,ANTIQUE,PATNONGON,"crackers, cookies, buiscuits, chips/curls",pieces or units,9
convertible from its own cell,ANTIQUE,LIBERTAD,carrot,pieces or units,9
province fallback available,ILOILO,TUBUNGAN,chicken,pieces or units,9
convertible from its own cell,AKLAN,NEW WASHINGTON,"crackers, cookies, buiscuits, chips/curls",pieces or units,8
convertible from its own cell,ILOILO,DUEAS,mango,pieces or units,8
province fallback available,CAPIZ,MAMBUSAO,loaf bread,medium packs,8
province fallback available,ILOILO,LEGANES,loaf bread,tama-tama nga putos,8
province fallback available,CAPIZ,PANAY,chicken,whole (chicken),8
province fallback available,CAPIZ,DUMALAG,chicken,bilog,8
convertible from its own cell,ANTIQUE,PANDAN,chicken,whole (chicken),8
province fallback available,ILOILO,POTOTAN,chicken,bilog,8
convertible from its own cell,NEGROS OCCIDENTAL,PULUPANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,8
convertible from its own cell,CAPIZ,TAPAZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,8
convertible from its own cell,AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,8
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,chicken,whole (chicken),8
convertible from its own cell,ILOILO,AJUY,loaf bread,medium packs,8
convertible from its own cell,ILOILO,AJUY,"prawns, lobster, shrimp",tumpok,8
convertible from its own cell,ILOILO,NEW LUCENA,"crackers, cookies, buiscuits, chips/curls",pieces or units,8
convertible from its own cell,AKLAN,BATAN,camote tops,bugkos,8
convertible from its own cell,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,bilog,8
convertible from its own cell,ILOILO,LEON,loaf bread,large packs,8
convertible from its own cell,AKLAN,BANGA,carrot,pieces or units,8
convertible from its own cell,CAPIZ,PANAY,fresh fish,pieces or units,8
convertible from its own cell,ILOILO,SAN JOAQUIN,"crackers, cookies, buiscuits, chips/curls",putos,8
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,loaf bread,medium packs,8
convertible from its own cell,NEGROS OCCIDENTAL,SAN ENRIQUE,loaf bread,small packs,8
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,loaf bread,medium packs,8
