pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,nu_l0,weighing_approach,w_l1,n_l1,nu_l1,w_l2,n_l2,nu_l2,w_l3,n_l3,nu_l3,grams_used,n_g_used,nu_used,fallback_level,unconvertible,share_uncertain_used
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,mL,medium,750,5,0,2,750,5,0,750,45,0,750,478,1,750,5,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,CALATRAVA,large packs,g,large,600,1,0,3,600,1,0,640,65,2,640,411,6,640,65,2,province x item x unit,0,.0307692307692308
loaf bread,NEGROS OCCIDENTAL,CALATRAVA,medium packs,g,medium,405,3,0,3,405,3,0,450,52,0,450,352,0,405,3,0,the cell's own weighings,0,0
mango,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,medium,300,4,1,2,300,4,1,222.5,18,1,230,539,1,300,4,1,the cell's own weighings,0,.25
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,bilog,g,medium,65,1,1,2,65,1,1,65,38,26,229,222,91,65,38,26,province x item x unit,0,.6842105263157895
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,putos,g,medium,250,3,0,2,250,3,0,250,70,3,250,473,60,250,3,0,the cell's own weighings,0,0
cabbage,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,medium,600,3,0,2,600,3,0,520,149,11,655,1306,73,600,3,0,the cell's own weighings,0,0
camote tops,NEGROS OCCIDENTAL,CANDONI,bugkos,g,medium,145,1,0,2,145,1,0,305,74,31,195,449,63,305,74,31,province x item x unit,0,.4189189189189189
carrot,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,medium,100,3,0,2,100,3,0,130,82,3,140,1169,152,100,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,g,medium,1080,1,0,2,1235,2,0,1095,55,3,1095,230,3,1095,55,3,province x item x unit,0,.0545454545454545
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,g,large,1390,1,0,2,1235,2,0,1095,55,3,1095,230,3,1095,55,3,province x item x unit,0,.0545454545454545
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),g,medium,1125,1,0,2,1272.5,2,0,1120,65,0,1120,468,2,1120,65,0,province x item x unit,0,0
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),g,large,1420,1,0,2,1272.5,2,0,1120,65,0,1120,468,2,1120,65,0,province x item x unit,0,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,CANDONI,pieces or units,mL,medium,355,3,0,3,355,3,0,500,10,1,355,164,34,355,3,0,the cell's own weighings,0,0
fresh fish,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,medium,460,1,0,2,460,1,0,342.5,48,9,390,685,213,342.5,48,9,province x item x unit,0,.1875
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,cone,mL,medium,100,2,0,3,100,2,0,100,2,0,110,25,2,110,25,2,item x unit (national),0,.08
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,putos,mL,small,60,3,0,3,60,3,0,60,24,1,65,148,2,60,3,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,small cup,mL,small,100,3,0,3,100,3,0,100,33,2,100,185,5,100,3,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,mL,medium,375,4,0,2,375,4,0,375,72,0,375,618,7,375,4,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,long-neck,mL,large,750,3,0,3,750,3,0,750,45,0,750,478,1,750,3,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,CANDONI,large packs,g,large,640,2,0,3,640,2,0,640,65,2,640,411,6,640,65,2,province x item x unit,0,.0307692307692308
loaf bread,NEGROS OCCIDENTAL,CANDONI,medium packs,g,medium,450,3,0,3,450,3,0,450,52,0,450,352,0,450,3,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,CANDONI,small packs,g,small,220,2,0,3,220,2,0,252.5,38,0,370,259,2,252.5,38,0,province x item x unit,0,0
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CANDONI,tumpok,g,medium,210,1,0,2,210,1,0,230,21,0,260,147,27,230,21,0,province x item x unit,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,bilog,g,medium,62.5,2,2,2,62.5,2,2,65,38,26,229,222,91,65,38,26,province x item x unit,0,.6842105263157895
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,g,medium,215,2,0,2,239,4,0,250,70,3,250,473,60,239,4,0,cell pooled across sizes,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,g,large,264,2,0,2,239,4,0,250,70,3,250,473,60,239,4,0,cell pooled across sizes,0,0
cabbage,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,705,3,0,2,705,3,0,520,149,11,655,1306,73,705,3,0,the cell's own weighings,0,0
camote,NEGROS OCCIDENTAL,CAUAYAN,bilog,g,medium,150,2,0,2,150,2,0,130,38,9,140,509,195,130,38,9,province x item x unit,0,.2368421052631579
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,small,127.5,2,0,3,242.5,6,1,305,74,31,195,449,63,242.5,6,1,cell pooled across sizes,0,.1666666666666667
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,medium,265,3,0,3,242.5,6,1,305,74,31,195,449,63,242.5,6,1,cell pooled across sizes,0,.1666666666666667
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,large,505,1,1,3,242.5,6,1,305,74,31,195,449,63,242.5,6,1,cell pooled across sizes,0,.1666666666666667
carrot,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,140,3,0,2,140,3,0,130,82,3,140,1169,152,140,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,1362.5,2,2,2,1362.5,2,2,1362.5,2,2,380,108,50,380,108,50,item x unit (national),0,.462962962962963
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,small,862.5,2,0,2,1102.5,6,0,1120,65,0,1120,468,2,1102.5,6,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,medium,1102.5,2,0,2,1102.5,6,0,1120,65,0,1120,468,2,1102.5,6,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,large,1360,2,0,2,1102.5,6,0,1120,65,0,1120,468,2,1102.5,6,0,cell pooled across sizes,0,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,medium,455,1,0,3,455,1,0,550,8,1,450,25,1,550,8,1,province x item x unit,0,.125
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,pieces or units,mL,small,60,1,0,3,90,2,0,65,31,3,100,166,4,65,31,3,province x item x unit,0,.0967741935483871
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,pieces or units,mL,medium,120,1,0,3,90,2,0,65,31,3,100,166,4,65,31,3,province x item x unit,0,.0967741935483871
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,small cup,mL,medium,100,3,0,2,100,3,0,100,33,2,100,185,5,100,3,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,mL,medium,375,5,0,2,375,5,0,375,72,0,375,618,7,375,5,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,mL,medium,750,5,0,2,750,5,0,750,45,0,750,478,1,750,5,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,large packs,g,large,650,6,0,3,650,6,0,640,65,2,640,411,6,650,6,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,medium packs,g,medium,450,3,0,3,450,3,0,450,52,0,450,352,0,450,3,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,small packs,g,small,360,3,0,3,360,3,0,252.5,38,0,370,259,2,360,3,0,the cell's own weighings,0,0
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CAUAYAN,tumpok,g,medium,260,3,0,2,260,3,0,230,21,0,260,147,27,260,3,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,g,medium,250,4,0,2,250,4,0,250,70,3,250,473,60,250,4,0,the cell's own weighings,0,0
cabbage,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,medium,460,3,0,2,460,3,0,520,149,11,655,1306,73,460,3,0,the cell's own weighings,0,0
camote,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,medium,65,2,0,2,65,2,0,130,38,9,140,509,195,130,38,9,province x item x unit,0,.2368421052631579
camote tops,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bugkos,g,large,640,3,3,3,640,3,3,305,74,31,195,449,63,640,3,3,the cell's own weighings,0,1
carrot,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,medium,140,3,0,2,140,3,0,130,82,3,140,1169,152,140,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,small,935,3,0,3,1050,8,0,1095,55,3,1095,230,3,1050,8,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,medium,1065,3,0,3,1050,8,0,1095,55,3,1095,230,3,1050,8,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,large,1112.5,2,0,3,1050,8,0,1095,55,3,1095,230,3,1050,8,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),whole (chicken),g,small,1090,1,0,3,1190,3,0,1120,65,0,1120,468,2,1190,3,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),whole (chicken),g,medium,1352.5,2,0,3,1190,3,0,1120,65,0,1120,468,2,1190,3,0,cell pooled across sizes,0,0
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,small,100,3,3,3,155,9,4,342.5,48,9,390,685,213,155,9,4,cell pooled across sizes,0,.4444444444444444
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,medium,175,4,0,3,155,9,4,342.5,48,9,390,685,213,155,9,4,cell pooled across sizes,0,.4444444444444444
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,large,680,2,1,3,155,9,4,342.5,48,9,390,685,213,155,9,4,cell pooled across sizes,0,.4444444444444444
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,small,45,1,0,3,45,1,0,70,15,2,60,94,12,70,15,2,province x item x unit,0,.1333333333333333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,mL,small,60,2,0,3,60,2,0,65,31,3,100,166,4,65,31,3,province x item x unit,0,.0967741935483871
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,g,medium,43,1,0,2,43,1,0,45,9,0,58,82,0,45,9,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,mL,medium,60,1,0,2,60,1,0,60,24,1,65,148,2,60,24,1,province x item x unit,0,.0416666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small cup,g,small,100,1,0,3,100,1,0,100,13,1,100,120,18,100,13,1,province x item x unit,0,.0769230769230769
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small cup,mL,small,100,2,0,3,100,2,0,100,33,2,100,185,5,100,33,2,province x item x unit,0,.0606060606060606
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),lipid/lapad,mL,medium,375,1,0,2,375,1,0,375,72,0,375,618,7,375,72,0,province x item x unit,0,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),large packs,g,small,220,3,2,3,450,9,2,640,65,2,640,411,6,220,3,2,the cell's own weighings,0,.6666666666666666
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),large packs,g,medium,545,6,0,3,450,9,2,640,65,2,640,411,6,545,6,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),medium packs,g,medium,400,2,0,3,400,2,0,450,52,0,450,352,0,450,52,0,province x item x unit,0,0
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small packs,g,small,220,2,0,3,220,2,0,252.5,38,0,370,259,2,252.5,38,0,province x item x unit,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,medium,62.5,2,2,2,62.5,2,2,65,38,26,229,222,91,65,38,26,province x item x unit,0,.6842105263157895
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),cans,g,medium,150,5,0,2,150,5,0,152.5,6,0,155,95,6,150,5,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,g,medium,215,2,0,2,215,2,0,250,70,3,250,473,60,250,70,3,province x item x unit,0,.0428571428571429
cabbage,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,small,260,5,2,3,490,15,2,520,149,11,655,1306,73,260,5,2,the cell's own weighings,0,.4
cabbage,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,medium,500,6,0,3,490,15,2,520,149,11,655,1306,73,500,6,0,the cell's own weighings,0,0
cabbage,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,large,870,4,0,3,490,15,2,520,149,11,655,1306,73,870,4,0,the cell's own weighings,0,0
camote,NEGROS OCCIDENTAL,HINIGARAN,bilog,g,medium,112.5,2,0,2,112.5,2,0,130,38,9,140,509,195,130,38,9,province x item x unit,0,.2368421052631579
camote tops,NEGROS OCCIDENTAL,HINIGARAN,bugkos,g,small,230,1,0,3,267.5,2,0,305,74,31,195,449,63,305,74,31,province x item x unit,0,.4189189189189189
camote tops,NEGROS OCCIDENTAL,HINIGARAN,bugkos,g,medium,305,1,0,3,267.5,2,0,305,74,31,195,449,63,305,74,31,province x item x unit,0,.4189189189189189
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,medium,140,5,0,2,140,5,0,130,82,3,140,1169,152,140,5,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,g,small,855,3,0,2,950,6,0,1095,55,3,1095,230,3,855,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,g,medium,1090,3,0,2,950,6,0,1095,55,3,1095,230,3,1090,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,HINIGARAN,whole (chicken),g,medium,1055,1,0,3,1055,1,0,1120,65,0,1120,468,2,1120,65,0,province x item x unit,0,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,HINIGARAN,pieces or units,mL,medium,990,1,1,3,990,1,1,500,10,1,355,164,34,500,10,1,province x item x unit,0,.1
fresh fish,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,small,375,1,0,3,525,3,1,342.5,48,9,390,685,213,525,3,1,cell pooled across sizes,0,.3333333333333333
fresh fish,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,medium,607.5,2,1,3,525,3,1,342.5,48,9,390,685,213,525,3,1,cell pooled across sizes,0,.3333333333333333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,small,43,1,0,3,43,1,0,70,15,2,60,94,12,70,15,2,province x item x unit,0,.1333333333333333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,pieces or units,mL,small,110,1,0,3,110,1,0,65,31,3,100,166,4,65,31,3,province x item x unit,0,.0967741935483871
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,putos,mL,small,49,1,0,3,49,1,0,60,24,1,65,148,2,60,24,1,province x item x unit,0,.0416666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,small cup,mL,small,110,2,0,3,110,2,0,100,33,2,100,185,5,100,33,2,province x item x unit,0,.0606060606060606
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,tupperware,mL,small,450,1,0,3,575,2,0,575,2,0,700,4,1,700,4,1,item x unit (national),0,.25
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,tupperware,mL,medium,700,1,0,3,575,2,0,575,2,0,700,4,1,700,4,1,item x unit (national),0,.25
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,lipid/lapad,mL,medium,375,2,0,2,375,2,0,375,72,0,375,618,7,375,72,0,province x item x unit,0,0
loaf bread,NEGROS OCCIDENTAL,HINIGARAN,large packs,g,large,415,1,0,3,415,1,0,640,65,2,640,411,6,640,65,2,province x item x unit,0,.0307692307692308
loaf bread,NEGROS OCCIDENTAL,HINIGARAN,medium packs,g,medium,575,2,0,3,575,2,0,450,52,0,450,352,0,450,52,0,province x item x unit,0,0
loaf bread,NEGROS OCCIDENTAL,HINIGARAN,small packs,g,small,385,2,0,3,385,2,0,252.5,38,0,370,259,2,252.5,38,0,province x item x unit,0,0
mango,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,medium,215,5,0,2,215,5,0,222.5,18,1,230,539,1,215,5,0,the cell's own weighings,0,0
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,HINIGARAN,tumpok,g,medium,235,2,0,2,235,2,0,230,21,0,260,147,27,230,21,0,province x item x unit,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,bilog,g,medium,250,4,1,2,250,4,1,65,38,26,229,222,91,250,4,1,the cell's own weighings,0,.25
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,putos,g,medium,237.5,4,0,2,237.5,4,0,250,70,3,250,473,60,237.5,4,0,the cell's own weighings,0,0
cabbage,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pack,g,small,265,3,2,3,265,3,2,265,3,2,150,43,6,265,3,2,the cell's own weighings,0,.6666666666666666
camote tops,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bugkos,g,small,290,3,0,3,290,3,0,305,74,31,195,449,63,290,3,0,the cell's own weighings,0,0
camote tops,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bundle,g,small,290,3,0,3,290,3,0,270,19,3,500,101,48,290,3,0,the cell's own weighings,0,0
carrot,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,g,medium,105,3,0,2,105,3,0,130,82,3,140,1169,152,105,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,g,small,910,1,0,2,1052.5,4,0,1095,55,3,1095,230,3,1052.5,4,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,g,medium,1052.5,2,0,2,1052.5,4,0,1095,55,3,1095,230,3,1052.5,4,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,g,large,1135,1,0,2,1052.5,4,0,1095,55,3,1095,230,3,1052.5,4,0,cell pooled across sizes,0,0
"drinks at restaurant, hotel, cafe, or kiosk",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,g,small,780,2,1,3,780,2,1,550,8,1,450,25,1,550,8,1,province x item x unit,0,.125
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,g,small,71,2,1,3,71,2,1,70,15,2,60,94,12,70,15,2,province x item x unit,0,.1333333333333333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,mL,small,115,1,0,3,115,1,0,65,31,3,100,166,4,65,31,3,province x item x unit,0,.0967741935483871
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,g,small,63,3,0,3,63,3,0,45,9,0,58,82,0,63,3,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,mL,medium,60,1,0,3,60,1,0,60,24,1,65,148,2,60,24,1,province x item x unit,0,.0416666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),small cup,g,small,100,2,0,3,100,2,0,100,13,1,100,120,18,100,13,1,province x item x unit,0,.0769230769230769
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),small cup,mL,small,100,1,0,3,100,1,0,100,33,2,100,185,5,100,33,2,province x item x unit,0,.0606060606060606
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),lipid/lapad,mL,medium,375,2,0,2,375,2,0,375,72,0,375,618,7,375,72,0,province x item x unit,0,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),long-neck,mL,medium,750,2,0,2,750,2,0,750,45,0,750,478,1,750,45,0,province x item x unit,0,0
loaf bread,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),large packs,g,large,640,6,0,3,640,6,0,640,65,2,640,411,6,640,6,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),medium packs,g,medium,450,6,0,3,450,6,0,450,52,0,450,352,0,450,6,0,the cell's own weighings,0,0
loaf bread,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),small packs,g,small,220,5,0,3,220,5,0,252.5,38,0,370,259,2,220,5,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pack,g,medium,250,1,0,2,250,1,0,250,6,0,250,85,12,250,6,0,province x item x unit,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,g,medium,250,4,0,2,250,4,0,250,70,3,250,473,60,250,4,0,the cell's own weighings,0,0
cabbage,NEGROS OCCIDENTAL,ILOG,pieces or units,g,small,355,3,0,3,525,9,0,520,149,11,655,1306,73,525,9,0,cell pooled across sizes,0,0
cabbage,NEGROS OCCIDENTAL,ILOG,pieces or units,g,medium,620,5,0,3,525,9,0,520,149,11,655,1306,73,525,9,0,cell pooled across sizes,0,0
cabbage,NEGROS OCCIDENTAL,ILOG,pieces or units,g,large,775,1,0,3,525,9,0,520,149,11,655,1306,73,525,9,0,cell pooled across sizes,0,0
camote tops,NEGROS OCCIDENTAL,ILOG,bugkos,g,small,375,3,2,3,375,3,2,305,74,31,195,449,63,375,3,2,the cell's own weighings,0,.6666666666666666
camote tops,NEGROS OCCIDENTAL,ILOG,bundle,g,medium,270,3,0,2,270,3,0,270,19,3,500,101,48,270,3,0,the cell's own weighings,0,0
carrot,NEGROS OCCIDENTAL,ILOG,pieces or units,g,medium,100,3,0,2,100,3,0,130,82,3,140,1169,152,100,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,ILOG,bilog,g,small,1125,3,0,2,1300,9,0,1095,55,3,1095,230,3,1125,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,ILOG,bilog,g,medium,1325,3,0,2,1300,9,0,1095,55,3,1095,230,3,1325,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,ILOG,bilog,g,large,1580,3,0,2,1300,9,0,1095,55,3,1095,230,3,1580,3,0,the cell's own weighings,0,0
chicken,NEGROS OCCIDENTAL,ILOG,whole (chicken),g,small,1070,3,0,3,1115,7,0,1120,65,0,1120,468,2,1115,7,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,ILOG,whole (chicken),g,medium,1115,2,0,3,1115,7,0,1120,65,0,1120,468,2,1115,7,0,cell pooled across sizes,0,0
chicken,NEGROS OCCIDENTAL,ILOG,whole (chicken),g,large,1245,2,0,3,1115,7,0,1120,65,0,1120,468,2,1115,7,0,cell pooled across sizes,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ILOG,pieces or units,g,small,110,3,0,3,110,3,0,70,15,2,60,94,12,110,3,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ILOG,pieces or units,mL,small,35,1,1,3,35,1,1,65,31,3,100,166,4,65,31,3,province x item x unit,0,.0967741935483871
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ILOG,putos,g,small,45,3,0,3,45,3,0,45,9,0,58,82,0,45,3,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ILOG,putos,mL,small,92,1,0,3,92,1,0,60,24,1,65,148,2,60,24,1,province x item x unit,0,.0416666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ILOG,small cup,g,small,100,5,0,3,100,5,0,100,13,1,100,120,18,100,5,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ILOG,lipid/lapad,mL,medium,375,1,0,2,375,1,0,375,72,0,375,618,7,375,72,0,province x item x unit,0,0
